,name,price,total sales/mil,release date,developer,genre,rating,user rating,age,platforms,number of players
182,The Ascent,None,,"Jul 29, 2021",Neon Giant,Action Adventure/General/Role-Playing/Action RPG,68.0,7.9,-,XS,-
183,Mario Party: Star Rush,34.77,0.87,"Nov  4, 2016","Nintendo, Nd Cube",Miscellaneous/Party / Minigame,68.0,6.9,E,3DS,-
184,Major League Baseball 2K12,19.4,0.5,"Mar  6, 2012",Visual Concepts,Sports/Traditional/Team/Baseball/Sim/Sim,68.0,6.4,E,X360,2
185,Wii Party,18.42,9.35,"Oct  3, 2010",Nd Cube,Miscellaneous/Party/Party/Party / Minigame,68.0,7.9,E,Wii,-
186,Tokyo Crash Mobs,8.54,,"Jan 17, 2013",Mitchell,Miscellaneous/Puzzle/General/Puzzle/General,68.0,7.4,E,3DS,-
187,Buzz! Master Quiz,5.75,0.9,"Sep 23, 2008",Relentless Software,Miscellaneous/Trivia / Game Show/Trivia / Game Show,68.0,7.0,E10+,PSP,4  Online
188,Juiced 2: Hot Import Nights,13.9,0.63,"Sep 17, 2007",Juice Games,Driving/Racing/Simulation/GT / Street/GT / Street/Automobile,68.0,7.5,T,X360,Up to 8
189,Grand Theft Auto,,,"Oct 26, 2004",Digital Eclipse,Action Adventure/Modern,68.0,7.1,M,Game Boy Advance,1 Player
190,Doomsday Vault,None,,"Aug  5, 2021",Flightless,Adventure/3D/Third-Person,68.0,-,-,NS,-
191,Empire of Sin,28.42,,"Dec  1, 2020",Romero Games Ltd.,Action Adventure/General,68.0,5.7,M,XOne,No Online Multiplayer
192,Doraemon: Story of Seasons,37.81,,"Sep  4, 2020",Brownies,Strategy/Management/Business / Tycoon,68.0,-,-,PS4,No Online Multiplayer
193,Edna & Harvey: The Breakout - 10th Anniversary Edition,10.01,,"Jun 17, 2020","Daedalic Entertainment, The Knights of Unity",Adventure/General/Point-and-Click,68.0,-,-,NS,No Online Multiplayer
194,Star Wars Jedi Knight: Jedi Academy,74.99,,"Mar 26, 2020",Aspyr,Action/Shooter/First-Person/Arcade,68.0,5.7,T,NS,Up to 16
195,NASCAR Heat 3,24.7,0.1,"Sep  7, 2018",704Games,Racing/Simulation/Automobile,68.0,7.3,E10+,XOne,Up to 40
196,The Council - Episode 3: Ripples,None,,"Jul 24, 2018",Big Bad Wolf,Adventure/General,68.0,6.9,M,PS4,No Online Multiplayer
197,The 25th Ward: The Silver Case,37.5,,"Mar 13, 2018",Grasshopper Manufacture,Adventure/Visual Novel,68.0,8.0,M,PS4,No Online Multiplayer
198,One Piece: Unlimited World Red - Deluxe Edition,45.7,,"Sep 29, 2017",Ganbarion,Action/General,68.0,7.1,T,NS,-
199,"LEVEL 22, Gary's Misadventures",None,,"Jan 29, 2016","Moving Player, Noego",Action/General,68.0,7.1,E10+,XOne,-
200,Kromaia Omega,11.0,,"Oct 16, 2015",Kraken Empire,Action/Shooter/Rail,68.0,5.9,E10+,PS4,-
201,Warlocks vs Shadows,,,TBA - Early Access,Frozen District,Role-Playing/Action RPG,,-,-,PC,Online Multiplayer
202,Five Nights at Freddy's 3,31.73,,"Mar  2, 2015",Scott Cawthon,Action/General,68.0,6.9,-,PC,No Online Multiplayer
203,Assassin's Creed Unity: Dead Kings,59.58,,"Jan 13, 2015","Ubisoft, Ubisoft Montreal",Action Adventure/Historic/Open-World,68.0,6.5,M,PS4,-
204,Neverending Nightmares,None,,"Sep 26, 2014",Infinitap Games,Horror/Horror/Action Adventure/Survival,68.0,7.1,-,PC,No Online Multiplayer
205,Major League Baseball 2K12,19.4,0.2,"Mar  6, 2012",Visual Concepts,Sports/Traditional/Team/Baseball/Sim/Sim,68.0,4.4,E,PS3,2
206,Bejeweled Blitz Live,18.38,,"Feb 23, 2011",Torpex Games LLC,Miscellaneous/Puzzle/Puzzle/Puzzle/Matching/Matching,68.0,7.5,E,X360,-
207,Tenchu: Shadow Assassins,25.67,0.12,"Mar 24, 2009","From Software, Acquire",Action Adventure/Historic/General/Historic,68.0,7.1,M,PSP,-
208,Star Wars: The Force Unleashed,19.82,1.25,"Sep 16, 2008",Krome Studios,Action/General,68.0,7.5,T,PS2,1 Player
209,Brain Challenge,10.93,0.45,"Jan  8, 2008",Ubisoft,Miscellaneous/Edutainment/Edutainment,68.0,7.0,E,DS,-
210,My Word Coach,10.0,0.51,"Nov  6, 2007",Ubisoft,Miscellaneous/Edutainment/Edutainment,68.0,7.8,E,Wii,1 Player
211,The Legend of Spyro: A New Beginning,62.5,0.37,"Oct 10, 2006",Amaze Entertainment,Action/Platformer/Platformer/3D/3D,68.0,5.8,E,DS,1 Player
212,Midway Arcade Treasures 3,,,"Sep 27, 2005",Digital Eclipse,Miscellaneous/Compilation,68.0,-,E,Xbox,1-4
213,Terminator 3: The Redemption,,,"Sep  6, 2004",Paradigm Entertainment,Action/Shooter/Third-Person/Sci-Fi,68.0,-,T,GameCube,1-2
214,Yu-Gi-Oh! World Championship Tournament 2004,,,"Feb 10, 2004",KCEJ,Miscellaneous/Card Battle,68.0,7.7,E,Game Boy Advance,1-2
215,Dark Fall: The Journal,,,"Jul 25, 2003",XXV Productions,Adventure/3D/First-Person/Modern,68.0,6.8,T,PC,No Online Multiplayer
216,Gallop Racer 2003: A New Breed,,,"Mar 31, 2003",Tecmo,Sports/Alternative/Horse Racing,68.0,8.5,E,PS2,1-2
217,ATV Quad Power Racing 2,,,"Jan 27, 2003",Climax Group,Driving/Racing/Rally / Offroad,68.0,-,E,Xbox,1-4
218,Army Men: RTS,,,"Mar 27, 2002",Pandemic Studios,Strategy/Real-Time/Fantasy,68.0,7.7,T,PS2,1 Player
219,Ultimate Ride,,,"Sep 30, 2001",Gigawatt Studios,Action/Strategy/General/Management/Business / Tycoon,68.0,7.0,E,PC,1 Player
220,Ball Breakers,,,"Jul 26, 2000",Lost Toys,Action/General,68.0,5.3,E,PlayStation,1-2
221,Bang! Gunship Elite,,,"Jul 19, 2000",Rayland Interactive,Simulation/Sci-Fi/Space/Small Spaceship/Small Spaceship/Combat,68.0,7.0,E,PC,1-8
222,Monster Hunter,,,"Sep 21, 2004",Capcom,Action Adventure/Fantasy,68.0,8.8,T,PS2,4  Online
223,Vandal Hearts: Flames of Judgment,None,,"Jan 20, 2010",Hijinx Studios,Role-Playing/Strategy/Turn-Based/Console-style RPG/Console-style RPG/Tactics,68.0,8.4,T,X360,-
224,Wallace & Gromit: Curse of the Were-Rabbit,,0.23,"Sep 29, 2005",Frontier Developments,Action Adventure/Modern,68.0,3.6,E,PS2,1-2
225,Hell Yeah! Wrath of the Dead Rabbit,89.67,,"Sep 25, 2012",Arkedo Studio,Action/Platformer/Platformer/2D/2D,68.0,7.9,T,PS3,-
226,Ice Age 2: The Meltdown,12.32,0.39,"Mar 14, 2006",Eurocom Entertainment Software,Action/Platformer/3D,68.0,8.0,E10+,PS2,1 Player
227,The Cave (2013),None,,"Jan 23, 2013",Double Fine Productions,Action/Platformer/Platformer/2D/2D,68.0,7.5,T,PC,No Online Multiplayer
228,Atelier Iris 2: The Azoth of Destiny,54.55,0.06,"Apr 25, 2006",Gust,Role-Playing/Console-style RPG,68.0,7.3,E10+,PS2,1 Player
229,Commander: Conquest of the Americas,14.99,0.03,"Jul 30, 2010",Nitro Games,Strategy/Real-Time/General/General/Command,68.0,5.3,T,PC,-
230,Dear Esther: Landmark Edition,None,,"Sep 20, 2016",The Chinese Room,Adventure/3D/First-Person,68.0,6.1,T,PS4,No Online Multiplayer
231,Treasure World,9.85,0.2,"Jun 30, 2009",Aspyr,Simulation/General/General,68.0,-,E,DS,-
232,Zendoku,6.42,0.06,"Jun 26, 2007",Zoonami Ltd.,Miscellaneous/Puzzle/Puzzle/Logic/Logic,68.0,-,E,DS,1-2
233,NBA 07,14.18,0.51,"Sep 25, 2006",SCEA,Sports/Traditional/Team/Basketball/Sim/Sim,68.0,7.0,E,PSP,2  Online
234,Justice League Heroes,34.99,,"Oct 17, 2006",Snowblind Studios,Role-Playing/Action RPG,68.0,8.0,T,Xbox,1-2
235,TSIOQUE,None,,"Nov  7, 2018",OhNoo,Adventure/Point-and-Click,68.0,8.3,-,PC,No Online Multiplayer
236,Need for Speed,89.0,0.37,"Mar 15, 2016",Ghost Games,Racing/Simulation/Automobile,68.0,5.4,T,PC,-
237,Ice Age 2: The Meltdown,12.32,,"Mar 14, 2006",Vivendi Games,Action/Platformer/3D,68.0,-,E10+,Xbox,1 Player
238,Lydia,70.0,,"Jan 17, 2020",Platonic Partnership,Adventure/General,68.0,6.6,T,NS,No Online Multiplayer
239,Blitzkrieg 3,18.0,,"Jun  2, 2017","Nival Interactive, Nival",Strategy/Real-Time/General/Historic/Tactics,68.0,3.9,-,PC,Online Multiplayer
240,Alien Breed 3: Descent,None,,"Nov 17, 2010",Team17,Action/Shooter/Shooter/Third-Person/Sci-Fi/Sci-Fi/Arcade,68.0,6.7,T,X360,-
241,Trine 3: The Artifacts of Power,15.15,0.39,"Aug 20, 2015","Frozenbyte, Inc.",Action Adventure/General/Action/Platformer/2D,68.0,7.0,-,PC,-
242,Pure Pool,11.88,,"Nov 14, 2014",VooFoo Studios,Alternative/Other/Sports/Miscellaneous/Parlor/Individual/Billiards,68.0,6.9,E,XOne,-
243,Picross e4,None,,"May  1, 2014",Jupiter Corporation,Miscellaneous/Puzzle/Logic,68.0,-,E,3DS,-
244,Labyrinth Legends,43.57,,"Dec 18, 2012",Creat Studios,Action Adventure/Fantasy/General/Fantasy,68.0,7.1,T,PS3,-
245,Nightshade,,,"Feb 10, 2004",Wow Entertainment,Action/Beat-'Em-Up,68.0,7.9,M,PS2,1 Player
246,The Invincible Iron Man,,,"Dec 15, 2002",Torus Games,Action/Platformer/2D,68.0,-,E,Game Boy Advance,1 Player
247,Spider-Man,,,"Sep 17, 2001",Gray Matter,Action Adventure/Sci-Fi/Sci-Fi/General,68.0,8.2,-,PC,1 Player
248,Snack World: The Dungeon Crawl Gold,None,,"Feb 14, 2020","Level 5, h.a.n.d. Inc.",Role-Playing/Action RPG/Japanese-Style,68.0,7.3,T,NS,Up to 4
249,The Biggest Loser: Ultimate Workout,7.49,0.9,"Nov  4, 2010",Blitz Games Studios,Sports/Miscellaneous/General/Exercise / Fitness,68.0,-,E,X360,Up to 4
250,Marvel's Avengers,13.99,0.21,"Sep  4, 2020","Crystal Dynamics, Eidos Montreal",Action/General,68.0,3.3,T,PC,Up to 4
251,Rain of Reflections: Chapter 1,None,,"Oct  4, 2019",Lionbite Games,Strategy/Action Adventure/Turn-Based/General,68.0,7.8,-,PC,No Online Multiplayer
252,Effie,None,,"Jun  4, 2019","Inverge Studios, Factoria Cultural Gestio, S.L.",Action/Platformer/3D,68.0,6.8,E10+,PS4,No Online Multiplayer
253,Crimsonland,,,"Sep  9, 2003","10tons Entertainment, 10tons",Action/Shooter/Scrolling/Shoot-'Em-Up/Top-Down/Vertical,68.0,7.5,T,PC,No Online Multiplayer
254,Banjo-Pilot,,,"Jan 12, 2005",Rare Ltd.,Driving/Racing/Kart,68.0,6.2,E,Game Boy Advance,1-4
255,Big Brain Academy: Wii Degree,None,3.34,"Jun 11, 2007",Nintendo,Miscellaneous/Edutainment/Edutainment,68.0,7.0,E,Wii,1-8
256,Smoke and Sacrifice,None,,"Jan 15, 2019",Solar Sail Games,Action Adventure/General,68.0,5.6,E10+,PS4,No Online Multiplayer
257,EA Sports Active 2,19.97,0.39,"Nov 16, 2010",EA Canada,Sports/Miscellaneous/General/Exercise / Fitness,68.0,6.3,E,X360,-
258,Tony Hawk's Project 8,15.38,0.56,"Nov 21, 2006",Page 44 Studios,Sports/Alternative/Individual/Skateboarding/Skateboarding/Skate / Skateboard,68.0,7.1,T,PSP,1-4
259,Crash Drive 3,None,,"Jul  8, 2021",M2H,Racing/Arcade/Automobile,68.0,-,E,NS,No Online Multiplayer
260,Re:ZERO - Starting Life in Another World: The Prophecy of the Throne,53.15,,"Jan 29, 2021",Spike Chunsoft,Adventure/Visual Novel,68.0,6.8,T,PS4,No Online Multiplayer
261,Alien Breed,24.6,,"Feb 12, 2013",Team17,Action/General/General/Shooter/Shoot-'Em-Up/Top-Down,68.0,3.8,E10+,PS3,2
262,Taito Legends,,0.11,"Oct 25, 2005",Empire Oxford,Miscellaneous/Compilation,68.0,-,T,PS2,1-4
263,Resident Evil 0: HD Remaster,None,,"Jan 19, 2016",Capcom,Action Adventure/Survival,68.0,7.9,M,PC,No Online Multiplayer
264,Aliens vs. Predator,24.15,,"Feb 16, 2010",Rebellion,Action/Shooter/Shooter/First-Person/Sci-Fi/Sci-Fi/Arcade,68.0,7.4,M,PC,-
265,A Golden Wake,None,,"Oct  9, 2014",Grundislav Games,Miscellaneous/Adventure/General/Point-and-Click,68.0,6.0,-,PC,-
266,Lead and Gold: Gangs of the Wild West,None,,"May  4, 2010",Fatshark AB,Action/Shooter/Shooter/Third-Person/Historic/Historic/Arcade,68.0,8.0,M,PS3,-
267,Serious Sam 4,12.25,,"Sep 24, 2020",Croteam,Action/Shooter/First-Person/Arcade,68.0,7.2,-,PC,Online Multiplayer
268,Arrog,None,,"Feb  5, 2021",LEAP Game Studios,Adventure/Point-and-Click,68.0,-,-,PS4,No Online Multiplayer
269,Yupitergrad,None,,"Aug 27, 2020",Gamedust,Action/Platformer/Shooter/First-Person/3D/Arcade,68.0,8.3,-,PC,No Online Multiplayer
270,Golf With Your Friends,None,,"May 19, 2020",Blacklight Interactive,Sports/Individual/Golf/Arcade,68.0,4.7,E10+,XOne,Up to 12
271,TT Isle of Man,29.49,,"Mar 27, 2018",Kylotonn,Racing/Arcade/Automobile,68.0,4.7,E,PC,Up to 8
272,Light Tracer,None,,"Sep 26, 2017",Oasis Games,Puzzle/Action,68.0,6.3,E,PS4,No Online Multiplayer
273,911 Operator,25.16,0.22,"Feb 24, 2017",Jutsu Games,Simulation/Virtual/Career,68.0,6.8,-,PC,No Online Multiplayer
274,iO,9.86,13.94,"Feb 14, 2017",Gamious,Puzzle/Action,68.0,-,E,PS4,-
275,Rockstar Games presents Table Tennis,None,1.26,"Oct 16, 2007",Rockstar San Diego,Sports/Traditional/Individual/Tennis/Other/Tennis,68.0,5.6,E,Wii,1-2
276,UFO: Extraterrestrials,None,0.01,"May  4, 2007",Chaos Concept,Strategy/Turn-Based/Sci-Fi/Sci-Fi/Tactics,68.0,7.0,E10+,PC,1 Player
277,Recompile,None,,"Aug 19, 2021",Phigames,Action Adventure/Open-World,68.0,5.0,-,PC,No Online Multiplayer
278,DanceStar Party Hits,None,,"Oct 12, 2012",SCEE,Miscellaneous/Rhythm/Dancing,68.0,-,-,PS3,-
279,Samba de Amigo,6.87,0.89,"Sep 23, 2008",Gearbox Software,Action/Miscellaneous/Rhythm/Music/Music,68.0,8.1,E,Wii,No Online Multiplayer
280,Fable Anniversary,28.01,0.45,"Feb  4, 2014",Lionhead Studios,Action RPG/Role-Playing/Action RPG,68.0,7.1,M,X360,No Online Multiplayer
281,Horse Life,16.83,0.12,"Nov  6, 2007",Neko Entertainment,Simulation/Miscellaneous/Virtual Life/Virtual/Virtual Life,68.0,-,E,DS,1 Player
282,Serious Sam Double D XXL,None,,"Feb 20, 2013",Mommy's Best Games,Action/Shooter/Shooter/Third-Person/Sci-Fi/Sci-Fi/Arcade,68.0,6.0,M,X360,1 Player
283,Throne of Darkness,,,"Sep 24, 2001",Click Entertainment,Role-Playing/Action RPG/Action RPG,68.0,7.9,M,PC,1-8
284,Nintendo Labo: Toycon 02 Robot Kit,25.23,,"Apr 20, 2018",Nintendo,Miscellaneous/Party / Minigame,68.0,6.5,E10+,NS,No Online Multiplayer
285,The Charnel House Trilogy,79.45,,"Apr 16, 2015",Owl Cave,Adventure/General/Point-and-Click,68.0,5.8,-,PC,No Online Multiplayer
286,Galactic Assault: Prisoner of Power,None,,"Sep 11, 2007",Wargaming.net,Strategy/Turn-Based/Sci-Fi/General/Tactics,68.0,7.5,T,PC,Up to 16
287,TT Isle of Man: Ride On The Edge,37.63,0.08,"Mar  6, 2018","Kylotonn, Maximum Games",Racing/Arcade/Automobile,68.0,5.8,E,XOne,Up to 8
288,Avencast: Rise of the Mage,23.24,,"Nov  8, 2007",ClockStone Software,Role-Playing/Action RPG/Action RPG,68.0,7.2,T,PC,
289,Nancy Drew: The Creature of Kapu Cave,None,,"Oct 19, 2006",Her Interactive,Adventure/General/General/Point-and-Click,68.0,7.1,E,PC,1 Player
290,Ninja Blade,11.58,0.33,"Apr  7, 2009",From Software,Action Adventure/Modern/General/Modern/Linear,68.0,6.9,M,X360,No Online Multiplayer
291,Mega Man X8,,,"Dec  7, 2004","Valuewave Co.,Ltd.",Action/Platformer/2D,68.0,8.8,E,PS2,1 Player
292,Deliver Us The Moon,26.68,,"Oct 10, 2019",KeokeN Interactive,Adventure/General,68.0,7.8,T,PC,No Online Multiplayer
293,Fortune Street,79.75,0.48,"Dec  5, 2011",Marvelous AQL,Miscellaneous/Board Games/Board Games/Board / Card Game,68.0,7.6,E,Wii,-
294,Top Spin 3,5.43,0.58,"Jun 23, 2008",Pam Development,Sports/Traditional/Individual/Tennis/Tennis,68.0,5.7,E,Wii,1-4
295,Minecraft: Story Mode - Episode 4: A Block and a Hard Place,None,,"Dec 22, 2015",Telltale Games,Action Adventure/Adventure/Point-and-Click/Linear,68.0,6.0,E10+,PC,-
296,BloodRayne: Betrayal,None,,"Sep  7, 2011",WayForward,Action/Action Adventure/Shooter/Fantasy/General/Fantasy/Third-Person/Fantasy,68.0,7.3,T,X360,No Online Multiplayer
297,The Evil Within,13.88,0.74,"Oct 13, 2014",Tango Gameworks,Horror/Action Adventure/Horror/Survival,68.0,6.9,M,PC,No Online Multiplayer
298,JETT: The Far Shore,92.34,,"Oct  5, 2021","Superbrothers, Pine Scented Software",Action Adventure/Open-World,68.0,7.0,E,PS5,-
299,Rango,17.51,0.13,"Mar  1, 2011",Behaviour Interactive,Action Adventure/Historic/General/Historic,68.0,8.3,E10+,X360,No Online Multiplayer
300,Little Red Riding Hood's Zombie BBQ,None,0.04,"Nov  6, 2008",EnjoyUp Games,Action/Shooter/Shooter/Rail/Rail,68.0,7.7,T,DS,1 Player
301,Go! Go! Break Steady,None,,"Jul 23, 2008",Little Boy Games,Action/Miscellaneous/Rhythm/Music/Music,68.0,7.4,E,X360,2  Online
302,The Blind Prophet,None,,"Feb  5, 2020",ARS GOETIA,Adventure/General/Point-and-Click,68.0,7.5,-,PC,No Online Multiplayer
303,The Long Journey Home,None,,"May 30, 2017",Daedalic Studio West,Action Adventure/General,68.0,7.2,-,PC,No Online Multiplayer
304,Spider-Man: Battle for New York,49.99,0.13,"Nov 14, 2006",Torus Games,Action/Platformer/Platformer/2D/2D,68.0,6.8,E10+,DS,1-2
305,Tom Clancy's Splinter Cell Pandora Tomorrow,,,"Mar 24, 2004",Ubisoft,Action Adventure/Modern,68.0,6.7,T,Game Boy Advance,1 Player
306,Harry Potter: Quidditch World Cup,,,"Oct 28, 2003",Electronic Arts,Sports/Alternative/Other,68.0,8.1,E,GameCube,1-2
307,NBA Jam,,,"Sep 23, 2003",Acclaim,Sports/Traditional/Basketball/Arcade,68.0,8.1,E,Xbox,1-2
308,Line of Sight: Vietnam,,,"Mar  5, 2003",Nfusion,Action/Shooter/Shooter/First-Person/Historic/Arcade,68.0,7.2,M,PC,1-32
309,Driven,,,"Nov 28, 2001",Crawfish Interactive,Driving/Racing/Formula One,68.0,-,E,Game Boy Advance,-
310,Batman: Vengeance,,,"Oct 15, 2001",Ubisoft,Action Adventure/Fantasy,68.0,7.0,T,PS2,1 Player
311,Starship Troopers: Terran Ascendancy,,,"Nov  7, 2000",Blue Tongue Entertainment,Action/Strategy/Real-Time/Shooter/First-Person/Sci-Fi/Tactics/Sci-Fi,68.0,7.7,T,PC,1 Player
312,Break 'Em All,12.73,0.12,"Jun 20, 2006",Warashi,Action/General/General/Arcade,68.0,-,E,DS,No Online Multiplayer
313,The Simpsons Game,59.27,1.51,"Oct 30, 2007",Electronic Arts,Action/Platformer/3D,68.0,7.8,T,PS2,1-2
314,MotoGP 08,17.27,0.35,"Oct 28, 2008",Milestone S.r.l,Driving/Racing/Simulation/Motorcycle/Automobile/Street/Street,68.0,6.1,E,X360,Up to 12
315,Justice League Heroes,34.99,,"Oct 17, 2006",Snowblind Studios,Role-Playing/Action RPG,68.0,8.3,T,PS2,1-2
316,Biomutant,28.09,,"May 25, 2021",Experiment 101,Role-Playing/Action RPG,68.0,7.1,T,XOne,No Online Multiplayer
317,Chronicle of Innsmouth: Mountains of Madness,47.62,,"Mar 23, 2021",Psychodev,Adventure/General/Point-and-Click,68.0,7.6,-,PC,No Online Multiplayer
318,Citizens Unite!: Earth x Space,82.0,,"Jan 28, 2021",Eden Industries,Miscellaneous/Compilation,68.0,-,E10+,NS,No Online Multiplayer
319,Root Letter,13.64,0.03,"Nov  8, 2016",Kadokawa,Adventure/Visual Novel,68.0,6.9,-,PS4,No Online Multiplayer
320,Lord of Magna: Maiden Heaven,40.59,0.06,"Jun  2, 2015",Marvelous Inc.,Strategy/Turn-Based/General/Fantasy,68.0,7.5,T,3DS,No Online Multiplayer
321,Scribblenauts Unmasked: A DC Comics Adventure,10.09,0.23,"Sep 24, 2013",5TH Cell,Puzzle/Action/Platformer/Platformer/2D/2D,68.0,6.1,E10+,PC,No Online Multiplayer
322,The Occupation,22.76,,"Mar  5, 2019",White Paper Games,Adventure/3D/First-Person,68.0,4.1,T,PC,No Online Multiplayer
323,Digimon World: Dawn,None,0.31,"Sep 18, 2007","Bec, Bandai Namco Games",Role-Playing/General/General/Trainer,68.0,7.7,E,DS,No Online Multiplayer
324,Tesla Effect: A Tex Murphy Adventure,None,,"May  7, 2014",Big Finish Games,Adventure/General/General,68.0,8.5,-,PC,No Online Multiplayer
325,Lost Magic,None,0.12,"Apr 25, 2006",Taito Corporation,Role-Playing/Action RPG/Action RPG,68.0,8.0,E,DS,2  Online
326,Smash Court Tennis 3,7.0,0.05,"Jul 16, 2007","Namco Bandai Games America, Namco Bandai Games",Sports/Traditional/Individual/Tennis/Tennis,68.0,6.4,E,PSP,2
327,Where the Heart Leads,None,,"Jul 13, 2021",Armature Studio,Adventure/General,68.0,-,T,PS4,No Online Multiplayer
328,Sniper Elite VR,None,,"Jul  8, 2021","Rebellion, Just Add Water, Coatsink Software",Action/Shooter/Light Gun,68.0,7.3,-,PC,No Online Multiplayer
329,Darius Cozmic Collection: Console,68.07,,"Jun 16, 2020",M2,Miscellaneous/Compilation,68.0,-,-,PS4,No Online Multiplayer
330,Close to the Sun,16.9,,"Oct 29, 2019",Storm in a Teacup,Adventure/3D/First-Person,68.0,5.3,M,PS4,No Online Multiplayer
331,Marvel's Guardians of the Galaxy - Episode 4: Who Needs You,11.75,,"Oct 10, 2017",Telltale Games,Action/Adventure/General/3D/Third-Person,68.0,6.7,T,PS4,No Online Multiplayer
332,iO,9.86,5.77,"Feb 14, 2017",Gamious,Puzzle/Action,68.0,-,E,XOne,-
333,Earth's Dawn,17.69,0.02,"Nov  1, 2016",One or Eight,Action/Beat-'Em-Up/2D,68.0,6.9,T,PS4,-
334,Age of Empires II: HD Edition,60.0,5.82,"Apr  9, 2013","Ensemble Studios, Hidden Path Entertainment",Strategy/Miscellaneous/Real-Time/Compilation/Historic/Command,68.0,7.9,T,PC,Online Multiplayer
335,Enslaved: Odyssey to the West - Pigsy's Perfect 10,None,,"Nov 23, 2010",Ninja Theory,Action Adventure/Modern/General/Modern,68.0,7.5,T,X360,-
336,Ty the Tasmanian Tiger 3: Night of the Quinkan,,,"Oct 12, 2005",Krome Studios,Action Adventure/Fantasy,68.0,7.7,E10+,GameCube,1-2
337,Ty the Tasmanian Tiger 3: Night of the Quinkan,,0.19,"Oct 12, 2005",Krome Studios,Action Adventure/Fantasy,68.0,7.5,E10+,PS2,1-2
338,Deadlight,17.65,,"Aug  1, 2012",Tequila Works,Action/General/Platformer/Platformer/2D/2D,68.0,7.7,M,X360,-
339,Rocket Arena,5.57,,"Jul 14, 2020",Final Strike Games,Action/Shooter/First-Person/Arcade,68.0,4.5,T,PS4,Up to 6
340,The Bureau: XCOM Declassified,8.88,0.22,"Aug 20, 2013",2K Marin,Action/Shooter/Shooter/First-Person/Third-Person/Sci-Fi/Sci-Fi/Tactical/Arcade,68.0,6.9,M,X360,-
341,The Falconeer,16.2,,"Nov 10, 2020",Tomas Sala,Simulation/Flight/Combat,68.0,5.1,T,PC,No Online Multiplayer
342,Hyperdevotion Noire: Goddess Black Heart,20.8,,"Feb 24, 2015",Sting,Role-Playing/Strategy/Turn-Based/General/Tactics,68.0,7.2,T,PSV,-
343,Earth Defense Force: Insect Armageddon,23.96,0.19,"Jul  1, 2011",Vicious Cycle,Action/Shooter/Shooter/Third-Person/Sci-Fi/Sci-Fi/Arcade,68.0,8.0,T,X360,-
344,Saturday Morning RPG,38.0,,"Apr 26, 2018","Joystick Labs, LLC",Role-Playing/Japanese-Style,68.0,6.5,E10+,NS,No Online Multiplayer
345,Battlezone: Combat Commander,95.0,,"Mar  1, 2018",Big Boat Interactive,Strategy/Real-Time/General,68.0,6.3,-,PC,Online Multiplayer
346,Pro Cycling Manager Season 2012: Le Tour de France,14.46,,"Jun 22, 2012",Cyanide,Sports/Alternative/Individual/Biking/Biking,68.0,6.9,-,PC,-
347,JumpStart: Escape From Adventure Island,None,0.41,"Nov 17, 2009",Knowledge Adventure Inc.,Miscellaneous/Edutainment/Edutainment,68.0,-,E,Wii,-
348,Little Inferno,39.61,,"Nov 19, 2012",Tomorrow Corporation,Miscellaneous/Puzzle/Action/Puzzle/Action,68.0,7.5,-,PC,No Online Multiplayer
349,Disney G-Force,None,,"Jul 21, 2009","Eurocom Entertainment Software, Eurocom",Action/General/Platformer/3D,68.0,7.7,E10+,PS3,-
350,Gal*Gun Returns,46.5,,"Feb 12, 2021",Inti Creates,Action/Shooter/Light Gun,68.0,-,M,NS,No Online Multiplayer
351,Zwei: The Arges Adventure,None,,"Jan 24, 2018",Falcom,Role-Playing/General/Action RPG,68.0,7.8,-,PC,No Online Multiplayer
352,Infinite Undiscovery,26.01,0.44,"Sep  2, 2008",Tri-Ace,Role-Playing/Console-style RPG/Console-style RPG/Japanese-Style,68.0,7.1,T,X360,No Online Multiplayer
