,name,price,total sales/mil,release date,developer,genre,rating,user rating,age,platforms,number of players
1885,Bite the Bullet,65.34,,"Aug 14, 2020",Mega Cat Studios,Action/Platformer/2D,64.0,-,-,XOne,No Online Multiplayer
1886,Serial Cleaner,None,,"Jul 17, 2017",iFun4all,Action/Action Adventure/General/Linear,64.0,7.1,-,PC,No Online Multiplayer
1887,The Walking Dead: The Telltale Series - A New Frontier Episode 5: From The Gallows,24.56,,"May 30, 2017",Telltale Games,Adventure/Point-and-Click,64.0,6.1,M,XOne,-
1888,Tank Troopers,None,,"Feb 16, 2017",Nintendo,Simulation/Vehicle/Combat,64.0,5.8,E,3DS,-
1889,Tom Clancy's The Division - Underground,10.0,,"Jun 28, 2016",Massive Entertainment,Action/Shooter/Third-Person/Tactical/Arcade,64.0,5.6,-,PS4,-
1890,Three Fourths Home: Extended Edition,None,,"Nov 27, 2015",[bracket]games,Adventure/General/Text,64.0,3.4,M,XOne,-
1891,FIRE,None,0.96,"Apr  9, 2015",Daedalic Entertainment,Miscellaneous/Puzzle/Action,64.0,6.5,-,PC,No Online Multiplayer
1892,Whispering Willows,None,,"Jul  9, 2014",Night Light Interactive,Miscellaneous/Adventure/General/Puzzle,64.0,7.3,T,PC,No Online Multiplayer
1893,Chronology,96.56,,"May 12, 2014",osao games,Action/Platformer/2D,64.0,6.8,-,PC,No Online Multiplayer
1894,Warriors Orochi 3 Hyper,26.29,0.08,"Nov 18, 2012",Omega Force,Action/Beat-'Em-Up/Beat-'Em-Up/3D,64.0,7.5,T,WiiU,1-2
1895,Namco Museum Essentials,16.0,,"Jul 16, 2009",Namco Bandai Games,Miscellaneous/Compilation/Compilation,64.0,5.3,E,PS3,-
1896,Nancy Drew: The Deadly Secret of Olde World Park,None,0.01,"Sep 18, 2007",Gorilla Systems,Adventure/General/General,64.0,-,E,DS,-
1897,Fantastic 4,,0.5,"Jun 27, 2005",7 Studios,Action/Beat-'Em-Up,64.0,7.1,T,PS2,1-2
1898,Alias,,,"Apr  5, 2004",Acclaim Studios Cheltenham,Action Adventure/Modern,64.0,6.0,T,Xbox,1 Player
1899,Freaky Flyers,,,"Aug  5, 2003",Midway,Driving/Racing/Kart,64.0,-,T,Xbox,1-2
1900,Harry Potter and the Sorcerer's Stone,,,"Nov 15, 2001",Griptonite Games,Action Adventure/Fantasy,64.0,7.4,E,Game Boy Advance,-
1901,Sports Jam,,,"Jul 18, 2001",Wow Entertainment,Sports/Alternative/Other,64.0,8.0,E,Dreamcast,-
1902,Flipnic: Ultimate Pinball,,0.06,"Jul 13, 2005",SCEI,Miscellaneous/Parlor/Pinball,64.0,8.2,E,PS2,1-2
1903,NFL Head Coach,13.95,,"Jun 19, 2006",EA Tiburon,Sports/Traditional/Team/Football/Management/Management/Sim,64.0,6.0,E,PC,2  Online
1904,3 on 3 NHL Arcade,None,,"Feb 11, 2009",EA Canada,Sports/Traditional/Team/Ice Hockey/Arcade/Arcade,64.0,7.1,E,X360,6  Online
1905,Star Trek: Legacy,27.68,0.18,"Dec 12, 2006",Mad Doc Software,Simulation/Sci-Fi/Space/Large Spaceship/Large Spaceship/Combat/Civilian,64.0,5.7,E10+,X360,Up to 4
1906,Tiny Brains,None,,"Dec  3, 2013",Spearhead Games,Action/Puzzle/Miscellaneous/Puzzle/Action,64.0,6.7,E10+,PS4,-
1907,TNT Racers,17.44,,"Feb  9, 2011",Keen Games,Driving/Racing/Arcade/Arcade/Automobile,64.0,-,E,X360,-
1908,PUSS!,7.05,,"Feb 19, 2021",teamCOIL,Puzzle/Action,64.0,7.3,-,NS,No Online Multiplayer
1909,The Simpsons Game,59.27,1.01,"Oct 30, 2007","Electronic Arts, Rebellion",Action/Platformer/Platformer/3D/3D,64.0,6.1,T,Wii,No Online Multiplayer
1910,The Caligula Effect: Overdose,69.12,0.04,"Mar 12, 2019","Aquria, historia Inc",Role-Playing/General,64.0,6.2,M,PS4,No Online Multiplayer
1911,P-O-L-L-E-N,None,,"Apr 19, 2016",Mindfield Games,Adventure/General/3D/First-Person,64.0,4.3,-,PC,No Online Multiplayer
1912,Pac-Man Museum,None,,"Feb 26, 2014",Namco Bandai Games,Action/Miscellaneous/General/Compilation/Compilation,64.0,5.2,E,X360,-
1913,Command & Conquer: Red Alert 3 - Uprising,None,2.4,"Mar 12, 2009",EA LA,Strategy/Real-Time/Sci-Fi/Sci-Fi/General,64.0,6.8,T,PC,-
1914,Alien Breed 3: Descent,None,,"Feb 22, 2011",Team17,Action/Shooter/Shooter/Third-Person/Sci-Fi/Sci-Fi/Arcade,64.0,5.1,T,PS3,2
1915,Mario Sports Mix,40.5,1.98,"Feb  7, 2011",Square Enix,Sports/General/General,64.0,7.8,E,Wii,No Online Multiplayer
1916,Maid of Sker,26.62,,"Jul 28, 2020",Wales Interactive,Action Adventure/Survival,64.0,6.3,M,PS4,No Online Multiplayer
1917,Dr. Kawashima's Brain Training for Nintendo Switch,25.88,,"Jan  3, 2020",Nintendo,Miscellaneous/Edutainment,64.0,6.3,-,NS,-
1918,SwapQuest,None,,"Feb 23, 2016",Constantin Graf,Action/Role-Playing/General/Japanese-Style,64.0,7.0,E10+,PSV,-
1919,TRON RUN/r,None,,"Feb 16, 2016",Sanzaru Games,Action/Platformer/3D,64.0,6.4,E10+,PS4,-
1920,Phantom Breaker: Battle Grounds,None,0.17,"Jan 23, 2015",Mages.,Action/Beat-'Em-Up/2D,64.0,7.3,-,PC,Online Multiplayer
1921,Jet Car Stunts,None,,"Oct  7, 2014",True Axis,Action/Racing/General/Arcade/Automobile,64.0,6.0,E,PSV,-
1922,The Mighty Quest for Epic Loot,59.98,0.01,"Jun 10, 2013",Ubisoft Montreal,Action Adventure/Fantasy/General/Fantasy,64.0,5.6,T,PC,-
1923,One Piece: Pirate Warriors,25.06,0.66,"Sep 25, 2012","Omega Force, Tecmo Koei Games",Action/Beat-'Em-Up/Beat-'Em-Up/3D,64.0,7.5,T,PS3,2
1924,Dead by Daylight,28.87,0.22,"Jun 20, 2017",505 Games,Action Adventure/Survival,64.0,5.1,M,PS4,Up to 5
1925,Unreal II: The Awakening,,,"Feb 10, 2004",Tantalus,Action/Shooter/First-Person/Sci-Fi,64.0,5.5,M,Xbox,1-12
1926,Pirates of the Caribbean,,,"Jun 30, 2003",Akella,Role-Playing/Action RPG/Action RPG,64.0,7.4,T,PC,No Online Multiplayer
1927,Prisoner of War,,,"Aug 26, 2002",Wide Games,Action Adventure/Historic,64.0,-,T,Xbox,1 Player
1928,Fire Blade,,,"Jun 16, 2002",Kuju Entertainment,Simulation/Flight/Helicopter,64.0,-,T,PS2,1 Player
1929,Spy Hunter,,,"May 19, 2002",Midway,Driving/Mission-based,64.0,-,T,Game Boy Advance,1-2
1930,The Simpsons Road Rage,,,"Nov 24, 2001",Fox Interactive,Driving/Mission-based,64.0,7.4,T,PS2,1-2
1931,Assassin's Creed Chronicles: India,59.58,,"Jan 12, 2016","Ubisoft, Climax Studios",Action Adventure/Linear,64.0,5.4,T,XOne,-
1932,Ancestors: The Humankind Odyssey,None,,"Aug 27, 2019",Panache Digital Games,Action Adventure/General/Survival,64.0,5.8,T,PC,No Online Multiplayer
1933,WRC 9 FIA World Rally Championship,16.13,,"Mar 11, 2021",KT Racing,Racing/Simulation/Automobile,64.0,4.8,E,NS,No Online Multiplayer
1934,Danger Zone,20.5,,"Oct 10, 2017",Three Fields Entertainment,Racing/General/Arcade/Automobile,64.0,5.0,E10+,XOne,No Online Multiplayer
1935,Dusty Revenge,None,,"Jul  8, 2013",PD Design Studio Pte Ltd,Action/Platformer/Platformer/2D/2D,64.0,6.9,-,PC,No Online Multiplayer
1936,Guns of Icarus Online,88.37,,"Oct 29, 2012",Muse Games,Action/Simulation/Flight/Flight/Combat,64.0,7.8,-,PC,-
1937,Serious Sam: The Random Encounter,None,,"Oct 24, 2011","Croteam, Vlambeer",Action/Role-Playing/Shooter/Japanese-Style/First-Person/Sci-Fi,64.0,6.1,-,PC,-
1938,Hot Brain,7.15,0.03,"Jun 18, 2007",Creat Studios,Miscellaneous/Puzzle/Puzzle/General/Puzzle/General,64.0,-,E,PSP,1-4
1939,Tappingo,3.34,,"Feb 27, 2014",Goodbye Galaxy Games,Miscellaneous/Puzzle/General,64.0,6.4,E,3DS,-
1940,Knowledge is Power: Decades,None,,"Nov 13, 2018",Wish Studios,Miscellaneous/Trivia / Game Show,64.0,5.9,-,PS4,No Online Multiplayer
1941,Naruto: Ultimate Ninja Heroes 2: The Phantom Fortress,12.13,,"Jun 24, 2008",CyberConnect2,Action/Fighting/Fighting/3D/3D,64.0,7.5,T,PSP,2  Online
1942,Pagan Online,74.66,,"Apr 17, 2019",Mad Head Games,Massively Multiplayer/Role-Playing/Action RPG,64.0,5.0,T,PC,2
1943,Xenon Racer,29.99,,"Mar 26, 2019","3DClouds.it, 3DClouds",Racing/Arcade/Automobile,64.0,5.7,E,PS4,Online Multiplayer
1944,Psycho-Pass: Mandatory Happiness,13.49,0.04,"Sep 13, 2016",5pb,Adventure/Visual Novel,64.0,7.3,T,PSV,-
1945,Zombie Vikings,None,0.01,"Sep  1, 2015",Zoink!,Action/Beat-'Em-Up/2D,64.0,7.0,T,PS4,Up to 4
1946,Red Faction II,,,"Apr  7, 2003",Outrage Games,Action/Shooter/Shooter/First-Person/Sci-Fi/Sci-Fi/Arcade,64.0,5.8,M,PC,No Online Multiplayer
1947,Urban Trial Tricky,None,,"Jun 25, 2020",Tate Multimedia,Sports/Individual/Biking,64.0,7.6,E,NS,No Online Multiplayer
1948,ChromaGun VR,None,,"Feb 19, 2019",Pixel Maniacs,Puzzle/Action/Shooter/First-Person/Arcade,64.0,5.1,-,PS4,No Online Multiplayer
1949,Mulaka,None,,"Feb 27, 2018",Lienzo,Action Adventure/General,64.0,7.2,T,PS4,No Online Multiplayer
1950,Assassin's Creed Liberation HD,59.58,,"Jan 14, 2014",Ubisoft Sofia,Action Adventure/Historic/Historic/Open-World,64.0,6.1,M,PS3,-
1951,UEFA Euro 2012,16.08,,"Apr 24, 2012",EA Canada,Sports/Traditional/Team/Soccer/Sim/Sim,64.0,4.0,E,PC,-
1952,We Cheer 2,None,0.26,"Nov  3, 2009","Machatin, Inc.",Action/Miscellaneous/Rhythm/Dancing/Dancing,64.0,-,E10+,Wii,No Online Multiplayer
1953,Murder in the Abbey,19.5,,"Aug 26, 2008",Alcachofa Soft,Adventure/General/General,64.0,6.7,E10+,PC,1 Player
1954,Wild ARMs XF,90.0,0.14,"Mar 11, 2008",Media.Vision,Strategy/Turn-Based/Fantasy/General/Fantasy/Tactics,64.0,7.5,E10+,PSP,1 Player
1955,The Sinking City,48.0,,"Jun 25, 2019",Frogwares,Action Adventure/Survival,64.0,6.9,M,PS4,2
1956,Corruption 2029,None,,"Feb 17, 2020",The Bearded Ladies Consulting,Strategy/Turn-Based/General,64.0,5.9,-,PC,No Online Multiplayer
1957,Urban Trial Freestyle,None,,"Jun 27, 2013",Strangelands Ltd.,Miscellaneous/Driving/Racing/General/Arcade/Arcade/Automobile,64.0,7.5,E10+,3DS,-
1958,The Legend of Korra,None,,"Oct 21, 2014",PlatinumGames,Action Adventure/General/Fantasy/Linear,64.0,7.5,T,PC,-
1959,Pressure,8.77,0.0,"Mar 26, 2013",Chasing Carrots,Action/Racing/General/General/Arcade/Automobile,64.0,6.8,E,PC,-
1960,Dragon Age II: Legacy,57.87,,"Jul 26, 2011",BioWare,Role-Playing/PC-style RPG/Action RPG,64.0,5.2,M,X360,-
1961,MXGP Pro,23.8,0.05,"Jul 10, 2018",Milestone S.r.l,Racing/Arcade/Automobile,64.0,-,E,PS4,Up to 12
1962,Chasing Aurora,8.54,,"Nov 18, 2012",Broken Rules,Action/General/Flight/Flight,64.0,6.9,E,WiiU,1-5
1963,Deadcore,None,,"Jul 14, 2017",Grip Games,Action/Shooter/First-Person/Arcade,64.0,-,E,PS4,No Online Multiplayer
1964,Sonic Heroes,,,"Jan 27, 2004",Sonic Team,Action/Platformer/3D,64.0,7.3,E,PS2,1-2
1965,Egg Mania: Eggstreme Madness,,,"Sep 11, 2002",Kemco,Miscellaneous/Puzzle/General,64.0,8.0,E,GameCube,1-2
1966,Triple Play 2002,,,"Mar 18, 2002",Pandemic Studios,Sports/Traditional/Baseball/Sim,64.0,-,E,Xbox,1-2
1967,Harry Potter and the Sorcerer's Stone,,,"Nov 15, 2001",Argonaut Games,Action Adventure/Fantasy,64.0,7.5,E,PlayStation,1 Player
1968,Test Drive Off-Road Wide Open,,,"Nov 14, 2001",Rockstar San Diego,Driving/Racing/Rally / Offroad,64.0,8.3,E,Xbox,1-4
1969,4x4 Evolution,,,"Feb 26, 2001",Terminal Reality,Driving/Racing/Rally / Offroad,64.0,7.3,E,PS2,1-2
1970,Gunbird 2,,,"Nov 17, 2000",Psikyo,Action/General,64.0,6.7,T,Dreamcast,-
1971,JoJo's Bizarre Adventure HD Ver.,None,,"Aug 21, 2012",Capcom,Action/Fighting/Fighting/2D/2D,64.0,6.0,T,PS3,-
1972,Sid Meier's Pirates!,14.7,0.16,"Sep 28, 2010",Virtuos,Strategy/General/General,64.0,7.5,E10+,Wii,1 Player
1973,SimCity,36.4,5.0,"Mar  5, 2013",Maxis,Miscellaneous/Virtual Life/Strategy/City Building/Management/Modern/Modern/Government,64.0,2.2,E10+,PC,-
1974,Gods Will Be Watching,None,0.23,"Jul 24, 2014",Devolver Digital,Adventure/General/Point-and-Click,64.0,6.5,-,PC,-
1975,Planet of the Eyes,None,,"Sep 12, 2017","Coco Cucumber, Cococucumber",Action/Platformer/2D,64.0,5.8,E10+,XOne,-
1976,Hell Yeah! Wrath of the Dead Rabbit,89.67,0.42,"Oct  3, 2012",Arkedo Studio,Action/Platformer/Platformer/2D/2D,64.0,7.2,T,PC,-
1977,Of Orcs and Men,25.87,0.0,"Oct 24, 2012","Cyanide, Spiders",Role-Playing/Action RPG/Action RPG/Western-Style,64.0,5.8,M,X360,No Online Multiplayer
1978,The Lord of the Rings: Tactics,,0.13,"Nov  8, 2005",Amaze Entertainment,Strategy/Turn-Based/Fantasy/General/Fantasy/Tactics,64.0,8.2,T,PSP,1-4
1979,Musashi: Samurai Legend,,0.18,"Mar 15, 2005",Square Enix,Role-Playing/Action RPG,64.0,8.4,T,PS2,1 Player
1980,SpongeBob Squigglepants 3D,None,0.19,"May 17, 2011",WayForward,Miscellaneous/General/General,64.0,6.5,E,3DS,-
1981,Restaurant Empire II,None,0.0,"May 26, 2009",Enlight Software,Strategy/Tycoon/Management/Tycoon/Business / Tycoon,64.0,7.0,E,PC,-
1982,Disney*Pixar WALL-E,66.37,,"Jun 24, 2008","Heavy Iron Studios, Savage Entertainment",Action/Platformer/Platformer/3D/3D,64.0,5.4,E,PSP,1-2
1983,Hardwood Hearts,,,"Dec  8, 2005",Silver Creek Entertainment,Miscellaneous/Parlor/Gambling/Board / Card Game/Gambling,64.0,7.4,E,X360,4  Online
1984,Rock of Ages 3: Make & Break,11.33,,"Jul 21, 2020",ACE Team,Action/Strategy/Real-Time/General/Defense,64.0,7.7,T,NS,Online Multiplayer
1985,SIMULACRA,None,,"Dec  3, 2019",Kaigan Games OU,Simulation/Virtual/Virtual Life,64.0,-,M,NS,No Online Multiplayer
1986,Snooker 19,22.85,,"Apr 16, 2019",Lab42,Sports/Individual/Billiards,64.0,4.9,E,PS4,No Online Multiplayer
1987,The Council - Episode 5: Checkmate,None,,"Dec  4, 2018",Big Bad Wolf,Adventure/General,64.0,6.4,-,PS4,No Online Multiplayer
1988,Grand Ages: Medieval,22.19,0.09,"Oct 13, 2015",Gaming Minds Studios,Strategy/Real-Time/General,64.0,6.6,T,PS4,Up to 8
1989,WRC 2: FIA World Rally Championship 2011,16.13,,"Oct 14, 2011",MileStone Inc.,Driving/Racing/Rally / Offroad,64.0,4.9,-,PS3,-
1990,Alien Breed 3: Descent,None,,"Nov 17, 2010",Team17,Action/Shooter/Shooter/Third-Person/Sci-Fi/Sci-Fi/Arcade,64.0,4.9,T,PC,-
1991,Kholat,26.12,,"Jun  9, 2015",IMGN.PRO,Fantasy/Adventure/3D/First-Person,64.0,6.8,-,PC,No Online Multiplayer
1992,Sid Meier's Starships,11.55,0.2,"Mar 12, 2015",Firaxis Games,Strategy/Turn-Based/General,64.0,4.3,-,PC,No Online Multiplayer
1993,Giraffe and Annika,45.45,,"Aug 25, 2020",Atelier Mimina,Adventure/3D/Third-Person,64.0,-,E,NS,No Online Multiplayer
1994,Infliction: Extended Cut,None,,"Feb 25, 2020",Caustic Reality,Action Adventure/Adventure/3D/Survival/First-Person,64.0,6.1,M,PS4,No Online Multiplayer
1995,Harry Potter and the Half-Blood Prince,23.53,0.03,"Jun 30, 2009",EA Bright Light,Action Adventure/Fantasy/General/Fantasy,64.0,5.2,E10+,PC,-
1996,Zoo Tycoon 2: Endangered Species,,0.0,"Oct 19, 2005",Blue Fang Games,Strategy/Tycoon/Management/Tycoon/Business / Tycoon,64.0,7.6,E10+,PC,-
1997,Accel World vs. Sword Art Online: Millennium Twilight,24.79,0.1,"Jul  7, 2017",Artdink,Role-Playing/Action RPG,64.0,6.6,T,PS4,Up to 16
1998,Star Soldier R,60.76,,"May 19, 2008",Hudson Soft,Action/Shooter/Shooter/Scrolling/Scrolling/Shoot-'Em-Up/Vertical,64.0,-,E,Wii,1 Player
1999,Yosumin! LIVE,4.93,,"May 27, 2009",Square Enix,Miscellaneous/Puzzle/Puzzle/General/Matching/General,64.0,-,E,X360,2  Online
2000,SingStar ABBA,10.93,1.36,"Dec  2, 2008",SCEE London Studio,Miscellaneous/Rhythm/Music,64.0,8.0,T,PS2,1-8
2001,Call of Duty: Roads to Victory,13.45,2.14,"Mar 13, 2007",Amaze Entertainment,Action/Shooter/Shooter/First-Person/Historic/Historic/Arcade,64.0,7.1,T,PSP,Up to 6
2002,Wheelman,10.99,0.45,"Mar 24, 2009","Tigon, Midway Studios - Newcastle",Driving/Racing/Mission-based/Arcade/Mission-based/Automobile,64.0,7.4,T,X360,No Online Multiplayer
2003,Danger Zone,20.5,,"May 30, 2017",Three Fields Entertainment,Racing/General/Arcade/Automobile,64.0,6.3,E10+,PS4,No Online Multiplayer
2004,Redeemer,None,,"Aug  1, 2017",Sobaka,Action Adventure/Linear,64.0,7.5,-,PC,No Online Multiplayer
2005,STRAFE,None,,"May  9, 2017",Pixel Titans,Action/Shooter/First-Person/Arcade,64.0,5.3,-,PC,No Online Multiplayer
2006,Resident Evil: Resistance,84.32,,"Apr  3, 2020","Capcom, NeoBards Entertainment",Action Adventure/Survival,64.0,5.6,M,PS4,Up to 5
2007,Townsmen: A Kingdom Rebuilt,None,,"Nov  9, 2018",HandyGames,Strategy/General/Management/Government,64.0,-,E,NS,No Online Multiplayer
2008,X-Men: The Arcade Game,None,,"Dec 14, 2010",Konami,Action/Beat-'Em-Up/Beat-'Em-Up/2D,64.0,8.1,E10+,PS3,1-6
2009,Van Helsing,,,"May  6, 2004",Saffire,Action/Shooter/Third-Person/Fantasy,64.0,8.0,T,PS2,1 Player
2010,Mace Griffin Bounty Hunter,,,"Jun 20, 2003",Warthog,Action/Shooter/First-Person/Sci-Fi,64.0,7.8,M,Xbox,1 Player
2011,Global Touring Challenge: Africa,,,"Jun 14, 2002",Rage Software,Driving/Racing/GT / Street,64.0,-,E,PS2,1-2
2012,WWE WrestleMania X8,,,"Jun  9, 2002",Yuke's,Action/Fighting/Wrestling,64.0,6.9,T,GameCube,1-4
2013,Forever Kingdom,,,"Jan 21, 2002",From Software,Role-Playing/Action RPG,64.0,8.4,T,PS2,1 Player
2014,Floigan Bros. Episode 1,,,"Jul 30, 2001",Visual Concepts,Action/General,64.0,7.2,E,Dreamcast,-
2015,Gradius III and IV,,,"Nov 13, 2000",KCET,Action/Shooter/Scrolling,64.0,8.0,E,PS2,1-2
2016,We Happy Few,21.88,0.09,"Aug 10, 2018",Compulsion Games,Action Adventure/General,64.0,5.7,M,XOne,No Online Multiplayer
2017,Micro Machines V4,22.68,0.01,"Jun 27, 2006",Supersonic Software,Driving/Racing/Arcade,64.0,7.1,E,PS2,1-4
2018,Legend of Kay Anniversary,29.99,,"Jul 27, 2015","Neon Studios, Kaiko",Action Adventure/General/Linear,64.0,6.8,E10+,PC,No Online Multiplayer
2019,Major League Baseball 2K9,15.64,0.61,"Mar  3, 2009",2K Sports,Sports/Traditional/Team/Baseball/Sim/Sim,64.0,5.3,E,X360,2  Online
2020,Party Hard,30.02,0.37,"Aug 25, 2015",Pinokl Games,Action/General,64.0,7.5,-,PC,-
2021,BlazBlue: Continuum Shift II,38.16,0.11,"May 31, 2011",Arc System Works,Action/Fighting/Fighting/2D/2D,64.0,6.4,T,3DS,-
2022,Disgaea Infinite,None,0.1,"Jun  8, 2010",Nippon Ichi Software,Adventure/General/General/Visual Novel,64.0,7.1,T,PSP,No Online Multiplayer
2023,RiME,None,0.15,"Nov 14, 2017","Tantalus, Tequila Works",Action/Adventure/General/3D/Third-Person,64.0,6.1,E10+,NS,No Online Multiplayer
2024,Mercenaries Wings: The False Phoenix,46.3,,"Nov  8, 2018","RideonJapan,Inc.",Action/Strategy/Turn-Based/General/Tactics,64.0,6.0,T,NS,No Online Multiplayer
2025,Batman: The Telltale Series,36.0,,"Aug  2, 2016",Telltale Games,Adventure/Point-and-Click,64.0,7.1,M,PC,No Online Multiplayer
2026,Command & Conquer 4: Tiberian Twilight,None,2.4,"Mar 16, 2010",EA LA,Strategy/Real-Time/Sci-Fi/Sci-Fi/General,64.0,2.1,T,PC,-
2027,The Saga of Ryzom,,,"Sep 20, 2004",Nevrax,Role-Playing/Massively Multiplayer Online/Massively Multiplayer/Fantasy/Fantasy,64.0,7.4,T,PC,Massively Multiplayer
2028,Mad Riders,None,,"May 30, 2012",Techland,Driving/Racing/Arcade/Rally / Offroad/Rally / Offroad/Automobile,64.0,7.1,E,X360,-
2029,Need for Speed Undercover,15.11,1.69,"Nov 17, 2008",EA Vancouver,Driving/Racing/Simulation/GT / Street/GT / Street/Automobile,64.0,6.0,T,X360,Up to 8
2030,Warframe,20.35,,"Nov 12, 2013",Digital Extremes,General/General/Action/Shooter/Third-Person/Arcade,64.0,7.2,M,PS4,Up to 8
2031,The Caligula Effect 2,50.0,,"Oct 19, 2021",historia Inc,Role-Playing/General,64.0,5.8,T,PS4,No Online Multiplayer
2032,Ghostbusters: The Video Game,77.0,0.43,"Jun 16, 2009",War Drum Studios,Action/General,64.0,8.3,E10+,PS2,-
2033,Phantasy Star Universe,6.36,0.12,"Oct 25, 2006",Sonic Team,Role-Playing/Action RPG/Action RPG,64.0,7.4,T,X360,Up to 6
2034,Armored Core: For Answer,30.36,0.15,"Sep 16, 2008",From Software,Simulation/Sci-Fi/Vehicle/Mech/Mech/Combat,64.0,7.9,T,X360,Up to 8
2035,The friends of Ringo Ishikawa,52.99,,"Apr  3, 2019",yeo,Action/Beat-'Em-Up/2D,64.0,6.6,M,NS,No Online Multiplayer
2036,Seasons After Fall,None,,"May 16, 2017",Swing Swing Submarine,Action/Platformer/2D,64.0,6.6,E,PS4,-
2037,The Baconing,80.0,,"Aug 31, 2011",Hothead Games,Action/Role-Playing/Action RPG/Platformer/Action RPG/3D,64.0,5.4,T,X360,-
2038,Vikings: Wolves of Midgard,20.38,0.02,"Mar 28, 2017",Games Farm,Role-Playing/Action RPG,64.0,6.8,M,XOne,-
2039,N.E.R.O.: Nothing Ever Remains Obscure,27.29,,"May 15, 2015",Storm in a Teacup,Miscellaneous/Adventure/Puzzle/General/3D/First-Person,64.0,7.6,E,XOne,-
2040,Cultist Simulator: Initiate Edition,None,,"Feb  2, 2021",Weather Factory,Strategy/Turn-Based/Card Battle,64.0,-,T,NS,No Online Multiplayer
2041,Sea of Solitude,32.1,,"Jul  5, 2019","Electronic Arts, Jo-Mei Games",General/Action Adventure/Adventure/3D/Linear/Third-Person,64.0,6.5,T,PC,No Online Multiplayer
2042,Kholat,26.12,,"Mar  8, 2016",IMGN.PRO,Adventure/3D/First-Person,64.0,6.1,T,PS4,-
2043,The Crew,None,0.71,"Dec  2, 2014","Ubisoft Reflections, Ivory Tower",GT / Street/Driving/Racing/Simulation/GT / Street/Automobile,64.0,5.7,T,XOne,-
2044,Tiger Woods PGA Tour,,,"Dec 14, 2004",Sensory Sweep,Sports/Traditional/Individual/Golf/Sim/Sim,64.0,7.6,E,DS,No Online Multiplayer
2045,The Legend of Spyro: A New Beginning,62.5,,"Oct 10, 2006",Krome Studios,Action/Platformer/3D,64.0,6.9,E10+,PS2,1 Player
2046,Academy of Champions: Soccer,None,0.12,"Nov  3, 2009",Ubisoft Vancouver,Sports/Traditional/Team/Soccer/Arcade/Arcade,64.0,6.8,E,Wii,-
2047,Peaky Blinders: Mastermind,20.68,,"Aug 20, 2020",FuturLab,Adventure/General,64.0,5.4,M,PS4,No Online Multiplayer
2048,Moons of Madness,31.56,,"Mar 24, 2020","Rock Pocket Games, Dreamloop Games",Action Adventure/Survival,64.0,7.3,M,XOne,No Online Multiplayer
2049,Sleep Tight,None,,"Jul 26, 2018",We Are Fuzzy,Action/Shooter/Shoot-'Em-Up/Top-Down,64.0,6.0,E10+,NS,No Online Multiplayer
2050,Disney/Pixar Ratatouille,66.37,,"Jun 26, 2007",Locomotive Games,Action/Platformer/Platformer/3D/3D,64.0,7.1,E,PSP,1-2
2051,Batman Begins,,0.56,"Jun 14, 2005",Eurocom Entertainment Software,Action/Beat-'Em-Up,64.0,7.7,T,PS2,1 Player
2052,Carve,,,"Feb 24, 2004",Argonaut Games,Driving/Racing/Snow / Water,64.0,-,E,Xbox,1-8
2053,Aliens Versus Predator: Extinction,,,"Jul 30, 2003",Zono Inc.,Strategy/Real-Time/Sci-Fi,64.0,7.0,T,Xbox,1 Player
2054,X-Squad,,,"Oct 23, 2000",Electronic Arts,Action/Shooter/Third-Person/Sci-Fi,64.0,-,T,PS2,1 Player
2055,Ratchet & Clank: Full Frontal Assault,50.08,1.89,"Nov 27, 2012",Insomniac Games,Action/Platformer/Platformer/3D/3D,64.0,7.2,E10+,PS3,Up to 4
2056,Yakuza: Dead Souls,81.83,0.55,"Mar 13, 2012",Ryu ga Gotoku Studios,Action Adventure/Modern/General/Modern,64.0,7.5,M,PS3,No Online Multiplayer
2057,ADR1FT,None,,"Mar 28, 2016",Three One Zero,Action/Action Adventure/General/Survival,64.0,5.3,T,PC,No Online Multiplayer
2058,Chaos Wars,None,0.04,"May 30, 2008",Idea Factory,Strategy/Turn-Based/Fantasy,64.0,6.4,T,PS2,1 Player
2059,The Incredible Adventures of Van Helsing III,94.69,,"May 22, 2015",NeocoreGames,Role-Playing/Action RPG,64.0,6.4,T,PC,-
2060,Super Lucky's Tale,26.33,,"Nov  7, 2017",Playful Corp.,2D/Action/Platformer/3D,64.0,7.0,E,XOne,No Online Multiplayer
2061,Cold War,,2.0,"Sep 27, 2005",Mindware Studios,Action/Shooter/Shooter/First-Person/Historic/Historic/Arcade,64.0,5.7,T,PC,No Online Multiplayer
2062,Snooker 19,22.85,,"Aug 23, 2019",Lab42,Sports/Individual/Billiards,64.0,3.6,E,NS,Online Multiplayer
2063,Officers,None,,"Jul 14, 2009",3A Games,Strategy/Real-Time/Historic/General/Historic,64.0,6.6,E10+,PC,6  Online
2064,Zombie Driver HD,53.34,,"Oct 17, 2012",EXOR Studios,Action/Simulation/General/General/Vehicle/Combat,64.0,5.1,M,X360,-
2065,Crash Twinsanity,,,"Sep 28, 2004",Traveller's Tales,Action/Platformer/3D,64.0,8.4,E,PS2,1 Player
2066,MX vs. ATV All Out: Anniversary Edition,14.41,,"Feb 26, 2019",THQ Nordic,Racing/Simulation/Automobile,64.0,-,E10+,XOne,Up to 16
